Employee ID,Job Type,Location,Hire_Date,Termination_Date
9003287,Correctional,Gamma,4/1/2017,
9003289,Correctional,Delta,4/1/2017,
9003291,Correctional,Delta,4/1/2017,
9003294,Director,Administrative Offices,4/17/2017,
9003295,Manager,Inspector General,4/17/2017,
9003297,Correctional,Halfway House,4/17/2017,
9003298,Parole,Parole Region,5/1/2017,
9003307,Correctional,Epsilon,5/1/2017,
9003308,Correctional,Epsilon,5/1/2017,
9003309,Correctional,Beta,5/1/2017,
9003314,Parole,Parole Region,6/1/2017,
9003316,Correctional,Delta,6/1/2017,
9003317,Correctional,Delta,6/1/2017,
9003318,Correctional,Delta,6/1/2017,
9003319,Other,Epsilon,6/1/2017,
9003320,Correctional,Epsilon,6/1/2017,
9003322,Correctional,Epsilon,6/1/2017,
9003323,Educator,Gamma,6/1/2017,
9003325,Director,Administrative Offices,6/15/2017,
9003328,Other,Beta,6/15/2017,
9003330,Correctional,Epsilon,6/15/2017,
9003332,Correctional,Epsilon,6/15/2017,
9003334,Program Specialist,Beta,7/1/2017,
9003335,Correctional,Delta,7/1/2017,
9003340,Correctional,Epsilon,7/1/2017,
9003341,Correctional,Epsilon,7/1/2017,
9003343,Correctional,Alpha,7/1/2017,
9003345,Case Manager,Epsilon,7/1/2017,
9003350,Case Manager,Gamma,7/17/2017,
9003352,Other,Delta,7/17/2017,
9003356,Case Manager,Epsilon,8/1/2017,
9003357,Correctional,Epsilon,8/1/2017,
9003358,Educator,Beta,8/1/2017,
9003364,Correctional Supervisor,Beta,8/1/2017,
9003371,Program Specialist,Gamma,8/15/2017,
9003373,Correctional,Halfway House,8/15/2017,
9003375,Correctional,Epsilon,8/15/2017,
9003379,Program Specialist,Halfway House,8/15/2017,
9003382,Correctional,Halfway House,8/15/2017,
9003383,Case Manager,Beta,9/1/2017,
9003386,Case Manager,Alpha,9/1/2017,
9003387,Correctional,Gamma,9/1/2017,
9003389,Program Specialist,Gamma,9/1/2017,
9003391,Case Manager,Gamma,9/1/2017,
9003394,Correctional,Epsilon,9/1/2017,
9003397,Correctional,Epsilon,9/1/2017,
9003398,Correctional,Epsilon,9/1/2017,
9003399,Educator,Epsilon,9/1/2017,
9003404,Program Specialist,Delta,9/1/2017,
9003410,Correctional,Beta,9/1/2017,
9003414,Correctional,Epsilon,9/1/2017,
9003416,Clerk,Alpha,9/15/2017,
9003421,Correctional,Delta,9/15/2017,
9003422,Educator,Epsilon,9/15/2017,
9003424,Parole,Parole Region,9/15/2017,
9003425,Correctional,Alpha,9/15/2017,
9003427,Program Specialist,Halfway House,10/1/2017,
9003428,Correctional,Delta,10/1/2017,
9003433,Correctional,Delta,10/1/2017,
9003434,Correctional,Delta,10/1/2017,
9003435,Correctional,Delta,10/1/2017,
9003436,Correctional,Gamma,10/1/2017,
9003438,Clerk,Delta,10/1/2017,
9003439,Case Manager,Delta,10/1/2017,
9003442,Correctional,Beta,10/1/2017,
9003447,Program Specialist,Parole Region,10/1/2017,
9003448,Correctional,Epsilon,10/1/2017,
9003452,Correctional,Gamma,10/1/2017,
9003453,Program Specialist,Administrative Offices,10/16/2017,
9003456,Program Specialist,Administrative Offices,10/16/2017,
9003457,Program Specialist,Halfway House,10/16/2017,
9003458,Other,Epsilon,10/16/2017,
9003459,Correctional,Epsilon,10/16/2017,
9003461,Other,Halfway House,10/16/2017,
9003462,Educator,Delta,10/16/2017,
9003467,Clerk,Delta,10/16/2017,
9003468,Educator,Delta,10/16/2017,
9003470,IT,Administrative Offices,11/1/2017,
9003472,Program Specialist,Administrative Offices,11/1/2017,
9003476,Correctional,Epsilon,11/1/2017,
9003478,Other,Delta,11/1/2017,
9003482,Program Specialist,Epsilon,11/1/2017,
9003487,Correctional,Beta,11/1/2017,
9003490,Correctional,Gamma,11/1/2017,
9003494,Correctional,Gamma,11/1/2017,
9003495,Treatment,Gamma,11/1/2017,
9003496,Correctional,Gamma,11/1/2017,
9003497,Correctional,Gamma,11/1/2017,
9003498,Correctional,Gamma,11/1/2017,
9003499,Case Manager,Alpha,11/1/2017,
9003505,Correctional,Alpha,11/1/2017,
9003506,Accountant,Halfway House,11/1/2017,
9003509,Program Specialist,Administrative Offices,11/15/2017,
9003511,Program Specialist,Administrative Offices,11/15/2017,
9003512,Program Specialist,Administrative Offices,11/15/2017,
9003517,Correctional,Epsilon,11/15/2017,
9003518,Correctional,Epsilon,11/15/2017,
9003522,Parole,Parole Region,11/15/2017,
9003525,Clerk,Epsilon,11/15/2017,
9003526,Correctional,Epsilon,11/15/2017,
9003527,Program Specialist,Administrative Offices,12/1/2017,
9003528,Program Specialist,Administrative Offices,12/1/2017,
9003529,Program Specialist,Administrative Offices,12/1/2017,
9003530,Program Specialist,Parole Region,12/1/2017,
9003533,Correctional,Alpha,12/1/2017,
9003534,Correctional,Alpha,12/1/2017,
9003535,Correctional,Alpha,12/1/2017,
9003538,Correctional,Gamma,12/1/2017,
9003541,Correctional,Alpha,12/1/2017,
9003547,Program Specialist,Gamma,12/1/2017,
9003551,Educator,Delta,12/1/2017,
9003552,Case Manager,Halfway House,12/15/2017,
9003557,Correctional,Gamma,12/15/2017,
9003558,Correctional,Gamma,12/15/2017,
9003560,Correctional,Delta,12/15/2017,
9003561,Treatment,Administrative Offices,1/1/2018,
9003563,Director,Administrative Offices,1/3/2018,
9003569,Correctional,Beta,1/1/2018,
9003571,Correctional,Beta,1/1/2018,
9003572,Correctional,Gamma,1/1/2018,
9003573,Correctional,Alpha,1/1/2018,
9003579,Case Manager,Beta,1/1/2018,
9003580,Correctional,Gamma,1/1/2018,
9003583,Educator,Beta,1/1/2018,
9003587,Program Specialist,Administrative Offices,1/16/2018,
9003589,Correctional,Halfway House,1/16/2018,
9003591,Program Specialist,Administrative Offices,2/1/2018,
9003592,Correctional,Beta,2/1/2018,
9003595,Correctional,Inspector General,2/1/2018,
9003596,Manager,Alpha,2/1/2018,
9003597,Correctional,Alpha,2/1/2018,
9003600,Clerk,Delta,2/1/2018,
9003605,Director,Administrative Offices,1/31/2018,
9003606,Program Specialist,Parole Region,2/1/2018,
9003613,Clerk,Epsilon,2/1/2018,
9003615,Correctional,Epsilon,2/1/2018,
9003617,Program Specialist,Administrative Offices,2/15/2018,
9003619,Correctional,Gamma,2/15/2018,
9003620,Correctional,Gamma,2/15/2018,
9003624,Correctional,Beta,2/15/2018,
9003626,Investigator,Delta,2/15/2018,
9003628,Program Specialist,Parole Region,2/15/2018,
9003629,Correctional,Delta,2/15/2018,
9003630,Other,Epsilon,2/15/2018,
9003631,Correctional,Halfway House,2/15/2018,
9003632,Program Specialist,Alpha,2/15/2018,
9003635,Case Manager,Epsilon,3/1/2018,
9003640,Correctional,Alpha,3/1/2018,
9003644,Case Manager,Beta,3/1/2018,
9003646,Educator,Gamma,3/1/2018,
9003649,Educator,Alpha,3/1/2018,
9003656,Correctional,Gamma,3/1/2018,
9003658,Correctional,Beta,3/1/2018,
9003659,Analyst,Administrative Offices,3/14/2018,
9003660,Analyst,Administrative Offices,3/15/2018,
9003661,Correctional,Halfway House,3/15/2018,
9003662,Correctional,Epsilon,3/15/2018,
9003664,Correctional,Epsilon,3/15/2018,
9003665,Correctional,Gamma,3/15/2018,
9003667,Educator,Delta,3/15/2018,
9003668,Correctional,Beta,3/15/2018,
9003672,Correctional,Epsilon,3/15/2018,
9003673,Correctional,Beta,3/15/2018,
9003675,Clerk,Beta,3/15/2018,
9003677,Manager,Administrative Offices,4/1/2018,
9003678,Analyst,Administrative Offices,4/1/2018,
9003681,Correctional,Gamma,4/1/2018,
9003684,Correctional,Gamma,4/1/2018,
9003685,Parole,Parole Region,4/1/2018,
9003687,Correctional,Gamma,4/1/2018,
9003691,Correctional,Beta,4/1/2018,
9003693,Correctional,Delta,4/1/2018,
9003694,Case Manager,Gamma,4/1/2018,
9003704,Correctional,Alpha,4/1/2018,
9003705,Other,Alpha,4/1/2018,
9003706,Director,Administrative Offices,4/12/2018,
9003707,Educator,Administrative Offices,4/16/2018,
9003709,Correctional,Delta,4/16/2018,
9003711,Correctional,Halfway House,4/16/2018,
9003713,Investigator,Inspector General,4/16/2018,
9003714,Correctional,Halfway House,4/16/2018,
9003715,Correctional,Halfway House,4/16/2018,
9003717,Director,Administrative Offices,4/23/2018,
9003718,Investigator,Administrative Offices,5/1/2018,
9003719,Admin Assistant,Administrative Offices,5/1/2018,
9003720,Program Specialist,Administrative Offices,5/1/2018,
9003721,Auditor,Administrative Offices,5/1/2018,
9003722,Analyst,Administrative Offices,5/1/2018,
9003725,Investigator,Inspector General,5/1/2018,
9003727,Correctional,Alpha,5/1/2018,
9003728,Program Specialist,Epsilon,5/1/2018,
9003732,Correctional,Alpha,5/1/2018,
9003733,Correctional,Beta,5/1/2018,
9003735,Correctional,Beta,5/1/2018,
9003738,Correctional,Beta,5/1/2018,
9003740,Director,Administrative Offices,5/14/2018,
9003741,Analyst,Administrative Offices,5/15/2018,
9003743,Correctional Supervisor,Alpha,5/15/2018,
9003746,Correctional,Gamma,5/15/2018,
9003750,Correctional,Gamma,5/15/2018,
9003751,Correctional,Beta,5/15/2018,
9003754,Clerk,Alpha,5/15/2018,
9003757,Correctional,Delta,5/15/2018,
9003759,Correctional,Delta,5/15/2018,
9003761,Investigator,Inspector General,5/15/2018,
9003762,Ombudsman,Administrative Offices,6/1/2018,
9003765,Other,Beta,6/1/2018,
9003766,Case Manager,Beta,6/1/2018,
9003767,Program Specialist,Epsilon,6/1/2018,
9003770,Correctional,Gamma,6/1/2018,
9003772,Program Specialist,Alpha,6/1/2018,
9003774,Correctional,Inspector General,6/1/2018,
9003780,Correctional,Gamma,6/1/2018,
9003782,Manager,Inspector General,6/1/2018,
9003783,Educator,Beta,6/1/2018,
9003784,Case Manager,Alpha,6/1/2018,
9003787,Program Specialist,Administrative Offices,6/15/2018,
9003788,Admin Assistant,Administrative Offices,6/15/2018,
9003789,Director,Administrative Offices,6/18/2018,
9003792,Correctional,Epsilon,6/15/2018,
9003793,Correctional,Inspector General,6/15/2018,
9003795,Educator,Gamma,6/15/2018,
9003797,Correctional,Epsilon,6/15/2018,
9003798,Educator,Epsilon,6/15/2018,
9003799,Correctional,Beta,6/15/2018,
9003800,Correctional,Delta,6/15/2018,
9003801,Correctional,Halfway House,6/15/2018,
9003803,Correctional,Halfway House,6/15/2018,
9003804,Correctional,Inspector General,6/15/2018,
9003807,Admin Assistant,Administrative Offices,7/1/2018,
9003809,Educator,Alpha,7/1/2018,
9003810,Correctional,Alpha,7/1/2018,
9003811,Correctional,Alpha,7/1/2018,
9003813,Educator,Epsilon,7/1/2018,
9003815,Correctional,Epsilon,7/1/2018,
9003816,Correctional,Epsilon,7/1/2018,
9003817,Correctional,Epsilon,7/1/2018,
9003819,Correctional,Alpha,7/1/2018,
9003821,Correctional,Beta,7/1/2018,
9003822,Correctional,Beta,7/1/2018,
9003823,Correctional,Beta,7/1/2018,
9003825,Parole,Parole Region,7/1/2018,
9003826,Program Specialist,Parole Region,7/1/2018,
9003828,Correctional,Beta,7/1/2018,
9003830,Correctional,Inspector General,7/1/2018,
9003831,Correctional,Gamma,7/1/2018,
9003832,Correctional,Gamma,7/1/2018,
9003833,Other,Gamma,7/1/2018,
9003834,Facility Leadership,Alpha,7/16/2018,
9003836,Educator,Gamma,7/16/2018,
9003838,Educator,Epsilon,7/16/2018,
9003839,Correctional,Delta,7/16/2018,
9003841,Educator,Delta,7/16/2018,
9003844,Correctional,Beta,7/16/2018,
9003846,Correctional,Epsilon,7/16/2018,
9003847,Correctional,Delta,7/16/2018,
9003848,Investigator,Gamma,7/16/2018,
9003849,Case Manager,Delta,7/16/2018,
9003850,Educator,Epsilon,7/16/2018,
9003852,Correctional,Alpha,7/16/2018,
9003853,Correctional,Halfway House,7/16/2018,
9003854,Investigator,Inspector General,7/16/2018,
9003855,Parole,Parole Region,7/16/2018,
9003856,Admin Assistant,Epsilon,8/1/2018,
9003858,Correctional,Halfway House,8/1/2018,
9003861,Facility Leadership,Halfway House,8/1/2018,
9003864,Correctional,Epsilon,8/1/2018,
9003866,Clerk,Epsilon,8/1/2018,
9003872,Correctional,Alpha,8/1/2018,
9003874,Attorney,Administrative Offices,8/15/2018,
9003875,Analyst,Administrative Offices,8/15/2018,
9003876,Investigator,Inspector General,8/15/2018,
9003877,Correctional,Inspector General,8/15/2018,
9003878,Analyst,Administrative Offices,8/15/2018,
9003879,Parole,Parole Region,8/15/2018,
9003880,Program Specialist,Parole Region,8/15/2018,
9003882,Correctional,Gamma,8/15/2018,
9003883,Educator,Alpha,8/15/2018,
9003884,Other,Alpha,8/15/2018,
9003886,Correctional,Alpha,8/15/2018,
9003887,Correctional,Epsilon,8/15/2018,
9003888,IT,Gamma,8/15/2018,
9003889,Correctional,Halfway House,8/15/2018,
9003890,Correctional,Halfway House,8/15/2018,
9003891,Correctional,Halfway House,8/15/2018,
9003892,Other,Gamma,8/15/2018,
9003893,Correctional,Epsilon,8/15/2018,
9003895,Correctional,Alpha,8/15/2018,
9003896,Educator,Epsilon,8/15/2018,
9003897,Director,Administrative Offices,9/1/2018,
9003898,Admin Assistant,Administrative Offices,9/1/2018,
9003899,Correctional,Halfway House,9/1/2018,
9003902,Correctional,Halfway House,9/1/2018,
9003903,Correctional,Halfway House,9/1/2018,
9003904,Investigator,Inspector General,9/1/2018,
9003906,Correctional,Inspector General,9/1/2018,
9003907,Correctional,Epsilon,9/1/2018,
9003908,Other,Epsilon,9/1/2018,
9003909,Program Specialist,Epsilon,9/1/2018,
9003911,Program Specialist,Delta,9/1/2018,
9003913,Correctional,Alpha,9/1/2018,
9003914,Correctional,Alpha,9/1/2018,
9003915,Correctional,Alpha,9/1/2018,
9003916,Admin Assistant,Epsilon,9/1/2018,
9003917,Correctional,Alpha,9/1/2018,
9003918,Program Specialist,Gamma,9/1/2018,
9003919,Program Specialist,Epsilon,9/1/2018,
9003920,Program Specialist,Gamma,9/1/2018,
9003921,Other,Gamma,9/17/2018,
9003924,Correctional,Gamma,9/17/2018,
9003926,Case Manager,Epsilon,9/17/2018,
9003928,Other,Delta,9/17/2018,
9003929,Attorney,Administrative Offices,9/20/2018,
9003930,Director,Administrative Offices,10/1/2018,
9003931,Correctional,Beta,10/1/2018,
9003932,Investigator,Inspector General,10/1/2018,
9003936,Correctional,Inspector General,10/1/2018,
9003939,Analyst,Administrative Offices,10/1/2018,
9003941,Educator,Gamma,10/1/2018,
9003942,Program Specialist,Gamma,10/1/2018,
9003945,Correctional,Gamma,10/1/2018,
9003946,Correctional,Gamma,10/1/2018,
9003947,Correctional,Inspector General,10/1/2018,
9003948,Correctional,Inspector General,10/1/2018,
9003949,Program Specialist,Parole Region,10/8/2018,
9003950,Correctional,Alpha,10/1/2018,
9003951,Clerk,Beta,10/15/2018,
9003952,Program Specialist,Parole Region,10/15/2018,
9003953,Other,Epsilon,10/15/2018,
9003954,Correctional,Inspector General,10/15/2018,
9003956,Correctional Supervisor,Alpha,11/1/2018,
9003957,Correctional,Alpha,11/1/2018,
9003959,Correctional,Alpha,11/1/2018,
9003960,Correctional Supervisor,Alpha,11/1/2018,
9003961,Correctional,Alpha,11/1/2018,
9003962,Correctional,Alpha,11/1/2018,
9003963,Correctional,Inspector General,11/1/2018,
9003964,Correctional Supervisor,Beta,11/1/2018,
9003965,Correctional,Beta,11/1/2018,
9003966,Educator,Epsilon,11/1/2018,
9003967,Correctional,Epsilon,11/1/2018,
9003968,Correctional,Beta,11/1/2018,
9003970,Correctional,Delta,11/1/2018,
9003971,Correctional,Delta,11/1/2018,
9003973,Correctional,Epsilon,11/1/2018,
9003974,Correctional Supervisor,Epsilon,11/1/2018,
9003980,Correctional,Gamma,11/1/2018,
9003982,Correctional,Epsilon,11/1/2018,
9003983,Correctional,Delta,11/15/2018,
9003984,Program Specialist,Administrative Offices,11/19/2018,
9003986,Correctional,Gamma,11/15/2018,
9003987,Correctional,Beta,11/15/2018,
9003988,Educator,Gamma,11/15/2018,
9003989,Parole,Parole Region,11/15/2018,
9003990,Correctional,Beta,11/15/2018,
9003991,Correctional,Halfway House,12/1/2018,
9003992,Correctional,Inspector General,12/1/2018,
9003993,Program Specialist,Parole Region,12/1/2018,
9003995,IT,Administrative Offices,12/1/2018,
9003996,Correctional,Inspector General,12/1/2018,
9003997,Correctional,Alpha,12/1/2018,
9003999,Correctional,Beta,12/1/2018,
9004000,Other,Beta,12/1/2018,
9004002,Manager,Administrative Offices,12/10/2018,
9004005,Correctional,Gamma,12/1/2018,
9004006,Accountant,Administrative Offices,12/17/2018,
9004007,Clerk,Epsilon,12/17/2018,
9004008,Correctional,Inspector General,12/17/2018,
9004009,Other,Alpha,12/17/2018,
9004011,Program Specialist,Administrative Offices,1/1/2019,
9004012,Director,Administrative Offices,1/1/2019,
9004014,Correctional,Epsilon,1/1/2019,
9004015,Facility Leadership,Delta,1/7/2019,
9004016,Educator,Epsilon,1/1/2019,
9004017,Correctional,Beta,1/1/2019,
9004019,Correctional,Beta,1/1/2019,
9004020,Correctional,Beta,1/1/2019,
9004021,Case Manager,Halfway House,1/1/2019,
9004022,Correctional,Inspector General,1/1/2019,
9004023,Correctional,Beta,1/1/2019,
9004024,Correctional,Beta,1/1/2019,
9004025,Correctional,Beta,1/1/2019,
9004027,Correctional,Alpha,1/1/2019,
9004028,Correctional,Alpha,1/1/2019,
9004030,Correctional,Epsilon,1/1/2019,
9004032,Case Manager,Gamma,1/1/2019,
9004033,Correctional,Epsilon,1/1/2019,
9004034,Correctional,Delta,1/1/2019,
9004035,Correctional,Epsilon,1/1/2019,
9004036,Clerk,Delta,1/1/2019,
9004037,Correctional,Epsilon,1/1/2019,
9004038,Correctional,Epsilon,1/1/2019,
9004039,Admin Assistant,Epsilon,1/15/2019,
9004040,Case Manager,Delta,1/15/2019,
9004041,Analyst,Administrative Offices,1/14/2019,
9004042,Director,Administrative Offices,1/22/2019,
9004043,Correctional,Delta,2/1/2019,
9004045,Educator,Beta,2/1/2019,
9004046,Investigator,Inspector General,2/1/2019,
9004047,Educator,Epsilon,2/1/2019,
9004048,Correctional,Delta,2/1/2019,
9004050,Admin Assistant,Administrative Offices,2/1/2019,
9004051,Correctional,Alpha,2/1/2019,
9004052,Correctional,Beta,2/1/2019,
9004053,Correctional,Beta,2/1/2019,
9004055,Correctional,Beta,2/1/2019,
9004056,Correctional,Beta,2/1/2019,
9004057,Correctional,Beta,2/1/2019,
9004059,Correctional,Epsilon,2/1/2019,
9004060,Other,Epsilon,2/1/2019,
9004061,Other,Epsilon,2/1/2019,
9004063,Correctional,Halfway House,2/1/2019,
9004064,Case Manager,Halfway House,2/1/2019,
9004065,Correctional,Inspector General,2/1/2019,
9004066,Correctional,Alpha,2/1/2019,
9004067,Correctional,Alpha,2/1/2019,
9004068,Case Manager,Alpha,2/1/2019,
9004069,Case Manager,Epsilon,2/1/2019,
9004070,Correctional,Alpha,2/1/2019,
9004071,Correctional,Alpha,2/1/2019,
9004073,Educator,Alpha,2/1/2019,
9004074,Case Manager,Alpha,2/1/2019,
9004075,Correctional,Alpha,2/1/2019,
9004076,Correctional,Alpha,2/1/2019,
9004077,Correctional,Alpha,2/1/2019,
9004078,Educator,Alpha,2/1/2019,
9004079,Correctional,Alpha,2/1/2019,
9004080,Correctional,Alpha,2/1/2019,
9004081,Correctional,Alpha,2/1/2019,
9004082,Correctional,Inspector General,2/15/2019,
9004083,Program Specialist,Delta,2/15/2019,
9004084,Educator,Delta,2/15/2019,
9004085,Educator,Beta,2/15/2019,
9004086,Educator,Beta,2/15/2019,
9004087,Auditor,Administrative Offices,2/15/2019,
9004088,Educator,Beta,3/1/2019,
9004089,Correctional,Beta,3/1/2019,
9004090,Correctional,Epsilon,3/1/2019,
9004091,Parole,Parole Region,3/1/2019,
9004092,Correctional,Alpha,3/1/2019,
9004093,Correctional,Beta,3/1/2019,
9004094,Correctional,Alpha,3/1/2019,
9004095,Correctional,Beta,3/1/2019,
9004096,Correctional,Alpha,3/1/2019,
9004097,Correctional,Epsilon,3/1/2019,
9004098,Director,Administrative Offices,3/1/2019,
9004099,Educator,Beta,3/1/2019,
9004100,Correctional,Alpha,3/1/2019,
9004102,Case Manager,Alpha,3/1/2019,
9004103,Correctional,Gamma,3/1/2019,
9004104,Correctional,Delta,3/1/2019,
9004105,Correctional,Alpha,3/1/2019,
9004106,Correctional,Beta,3/1/2019,
9004107,Correctional,Epsilon,3/1/2019,
9004109,Correctional,Gamma,3/1/2019,
9004110,Correctional,Beta,3/1/2019,
9004111,Correctional,Gamma,3/1/2019,
9004112,Correctional,Beta,3/1/2019,
9004113,Correctional,Gamma,3/1/2019,
9004115,Educator,Beta,3/1/2019,
9004116,Correctional,Alpha,3/1/2019,
9004117,Correctional,Alpha,3/1/2019,
9004118,Correctional,Alpha,3/1/2019,
9004119,Correctional,Alpha,3/1/2019,
9004120,Program Specialist,Administrative Offices,3/15/2019,
9004121,Program Specialist,Beta,3/15/2019,
9004122,Clerk,Beta,3/15/2019,
9004123,Program Specialist,Administrative Offices,3/15/2019,
9004124,Director,Administrative Offices,3/18/2019,
9004125,Admin Assistant,Administrative Offices,3/15/2019,
9004126,Admin Assistant,Halfway House,3/15/2019,
9004127,Correctional,Inspector General,3/15/2019,
9004128,Correctional,Inspector General,3/15/2019,
9004129,Case Manager,Epsilon,4/1/2019,
9004130,Other,Alpha,4/1/2019,
9004131,Case Manager,Epsilon,4/1/2019,
9004132,Correctional,Epsilon,4/1/2019,
9004133,Correctional,Alpha,4/1/2019,
9004134,Correctional,Epsilon,4/1/2019,
9004135,Correctional,Halfway House,4/1/2019,
9004136,Analyst,Administrative Offices,4/1/2019,
9004137,Admin Assistant,Epsilon,4/1/2019,
9004138,Correctional,Epsilon,4/1/2019,
9004139,Correctional,Halfway House,4/1/2019,
9004140,IT,Delta,4/1/2019,
9004141,Educator,Epsilon,4/1/2019,
9004142,Case Manager,Epsilon,4/1/2019,
9004143,Correctional,Beta,4/1/2019,
9004144,Correctional Supervisor,Delta,4/1/2019,
9004145,Investigator,Inspector General,4/1/2019,
9004146,Educator,Delta,4/1/2019,
9004147,Correctional,Delta,4/1/2019,
9004148,Educator,Alpha,4/1/2019,
9004149,Correctional,Alpha,4/1/2019,
9004150,Correctional,Alpha,4/1/2019,
9004151,Correctional,Alpha,4/1/2019,
9004152,Program Specialist,Administrative Offices,4/1/2019,
9004153,Correctional Supervisor,Delta,4/1/2019,
9004154,Correctional,Epsilon,4/1/2019,
9004155,Correctional,Epsilon,4/1/2019,
9004156,Correctional,Beta,4/1/2019,
9004157,Correctional,Beta,4/1/2019,
9004158,Correctional,Beta,4/1/2019,
9004159,Clerk,Alpha,4/1/2019,
9004160,Correctional,Beta,4/1/2019,
9004161,Correctional,Beta,4/1/2019,
9004162,Correctional,Delta,4/1/2019,
9004163,Manager,Beta,4/1/2019,
9004164,Correctional,Delta,4/1/2019,
9004165,Correctional,Epsilon,4/1/2019,
9004166,Correctional,Inspector General,4/1/2019,
9004167,Correctional,Beta,4/1/2019,
9004169,Correctional,Inspector General,4/1/2019,
9004170,Program Specialist,Administrative Offices,4/15/2019,
9004171,Educator,Administrative Offices,4/15/2019,
9004172,Program Specialist,Administrative Offices,4/15/2019,
9004173,Correctional,Alpha,4/15/2019,
9004174,Correctional,Epsilon,4/15/2019,
9004175,Correctional,Inspector General,4/15/2019,
9004176,Correctional,Inspector General,4/15/2019,
9004177,Case Manager,Epsilon,4/15/2019,
9004178,Other,Alpha,4/15/2019,
9004179,Educator,Alpha,4/15/2019,
9004180,Correctional,Inspector General,4/15/2019,
9004181,Educator,Beta,4/15/2019,
9004182,Correctional,Delta,4/15/2019,
9004183,Educator,Delta,4/15/2019,
9004184,Correctional,Inspector General,4/15/2019,
9004185,Other,Halfway House,4/15/2019,
